session_id,input_sequence,next_field
SESSION-52839370,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-52B0B407,Customer Information,Identity Verification
SESSION-52B0B407,Customer Information | Identity Verification,Document Verification
SESSION-52B0B407,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-52B0B407,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-52BADE72,Customer Information,Service Selection
SESSION-52BADE72,Customer Information | Service Selection,Document Verification
SESSION-52BADE72,Customer Information | Service Selection | Document Verification,Installation
SESSION-52BADE72,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-52BADE72,Customer Information | Service Selection | Document Verification | Installation | Activation,Customer Information
SESSION-530C5A6D,Customer Information,Service Selection
SESSION-530C5A6D,Customer Information | Service Selection,Document Verification
SESSION-530C5A6D,Customer Information | Service Selection | Document Verification,Installation
SESSION-530C5A6D,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-535C0D01,Customer Information,Identity Verification
SESSION-535C0D01,Customer Information | Identity Verification,Document Verification
SESSION-535C0D01,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-535C0D01,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-53973B6C,Customer Information,Service Selection
SESSION-53973B6C,Customer Information | Service Selection,Document Verification
SESSION-53973B6C,Customer Information | Service Selection | Document Verification,Installation
SESSION-53973B6C,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-539FC4B8,Customer Information,Service Selection
SESSION-539FC4B8,Customer Information | Service Selection,Document Verification
SESSION-539FC4B8,Customer Information | Service Selection | Document Verification,Installation
SESSION-539FC4B8,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-53A66A78,Customer Information,Service Selection
SESSION-53A66A78,Customer Information | Service Selection,Document Verification
SESSION-53A66A78,Customer Information | Service Selection | Document Verification,Installation
SESSION-53A66A78,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-53A968DC,Customer Information,Service Selection
SESSION-53A968DC,Customer Information | Service Selection,Document Verification
SESSION-53A968DC,Customer Information | Service Selection | Document Verification,Installation
SESSION-53A968DC,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-53BF8D74,Customer Information,Service Selection
SESSION-53BF8D74,Customer Information | Service Selection,Document Verification
SESSION-53BF8D74,Customer Information | Service Selection | Document Verification,Installation
SESSION-53BF8D74,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-53E4F7F9,Customer Information,Identity Verification
SESSION-53E4F7F9,Customer Information | Identity Verification,Document Verification
SESSION-53E4F7F9,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-53E4F7F9,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-5406B3C0,Customer Information,Service Selection
SESSION-5406B3C0,Customer Information | Service Selection,Document Verification
SESSION-5406B3C0,Customer Information | Service Selection | Document Verification,Installation
SESSION-5406B3C0,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-546AD409,Customer Information,Service Selection
SESSION-546AD409,Customer Information | Service Selection,Document Verification
SESSION-546AD409,Customer Information | Service Selection | Document Verification,Installation
SESSION-546AD409,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-5479214C,Customer Information,Service Selection
SESSION-5479214C,Customer Information | Service Selection,Document Verification
SESSION-5479214C,Customer Information | Service Selection | Document Verification,Installation
SESSION-5479214C,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-5522B858,Customer Information,Service Selection
SESSION-5522B858,Customer Information | Service Selection,Document Verification
SESSION-5522B858,Customer Information | Service Selection | Document Verification,Installation
SESSION-5522B858,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-553CB0AF,Customer Information,Identity Verification
SESSION-553CB0AF,Customer Information | Identity Verification,Document Verification
SESSION-553CB0AF,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-553CB0AF,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-554226FF,Customer Information,Service Selection
SESSION-554226FF,Customer Information | Service Selection,Document Verification
SESSION-554226FF,Customer Information | Service Selection | Document Verification,Installation
SESSION-554226FF,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-5578FB53,Customer Information,Identity Verification
SESSION-5578FB53,Customer Information | Identity Verification,Document Verification
SESSION-5578FB53,Customer Information | Identity Verification | Document Verification,Account Information
